age,default,housing,loan,month,day_of_week,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,month_num,day_num,job_admin.,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,marital_divorced,marital_married,marital_single,education_basic.4y,education_basic.6y,education_basic.9y,education_high.school,education_illiterate,education_professional.course,education_university.degree,contact_cellular,contact_telephone,poutcome_failure,poutcome_nonexistent,poutcome_success
25,0,1,1,jul,tue,138.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
37,0,1,1,jul,tue,210.0,2,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False
23,0,0,0,jul,tue,58.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False
31,0,1,0,jul,tue,305.0,2,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False
23,0,1,0,jul,tue,283.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False
48,0,1,0,jul,tue,360.0,4,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False
27,0,0,0,jul,tue,216.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
33,0,1,0,jul,tue,327.0,5,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False
27,0,0,0,jul,tue,317.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
27,0,1,1,jul,tue,76.0,2,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False
29,0,1,0,jul,tue,202.0,2,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
43,0,0,0,jul,tue,108.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False
41,0,1,1,jul,tue,301.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
41,0,1,0,jul,tue,460.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
47,0,1,0,jul,tue,194.0,3,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False
29,0,0,1,jul,tue,165.0,3,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False
43,0,1,0,jul,tue,64.0,3,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False
33,0,0,1,jul,tue,141.0,2,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
43,0,1,0,jul,tue,82.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False
41,0,0,0,jul,tue,89.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
26,0,1,0,jul,tue,136.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False
41,0,1,0,jul,tue,158.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
41,0,0,1,jul,tue,161.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
52,0,0,0,jul,tue,203.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
43,0,1,1,jul,tue,54.0,2,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
27,0,0,0,jul,tue,158.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
27,0,0,0,jul,tue,192.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
27,0,1,1,jul,tue,144.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
28,0,1,0,jul,tue,251.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
50,0,1,1,jul,tue,635.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,1,7,2,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False
35,0,0,0,jul,tue,584.0,2,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False
35,0,1,0,jul,tue,157.0,8,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False
29,0,1,0,jul,tue,78.0,4,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False
42,0,0,0,jul,tue,119.0,3,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False
28,0,1,1,jul,tue,214.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
30,0,1,0,jul,tue,355.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
38,0,1,1,jul,tue,452.0,3,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False
34,0,1,0,jul,tue,819.0,3,999,0,1.4,93.918,-42.7,4.962,5228.1,1,7,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False
30,0,0,0,jul,tue,623.0,2,999,0,1.4,93.918,-42.7,4.962,5228.1,1,7,2,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False
29,0,0,0,jul,tue,294.0,2,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False
33,0,1,1,jul,tue,63.0,3,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False
28,0,1,0,jul,tue,280.0,2,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False
27,0,0,1,jul,tue,518.0,2,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False
49,0,1,0,jul,tue,336.0,4,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False
32,0,0,1,jul,tue,302.0,3,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False
33,0,0,0,jul,tue,346.0,2,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False
35,0,0,0,jul,tue,291.0,2,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False
25,0,1,1,jul,tue,426.0,3,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False
31,0,0,0,jul,tue,107.0,3,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False
28,0,0,0,jul,tue,289.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False
28,0,0,0,jul,tue,262.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False
32,0,0,0,jul,tue,52.0,5,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False
26,0,0,0,jul,tue,517.0,2,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False
28,0,1,0,jul,tue,71.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False
28,0,0,0,jul,tue,554.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False
28,0,0,0,jul,tue,96.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False
28,0,1,0,jul,tue,59.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False
44,0,1,0,jul,tue,228.0,2,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False
31,0,1,0,jul,tue,242.0,2,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False
33,0,1,0,jul,tue,154.0,3,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
43,0,1,0,jul,tue,658.0,2,999,0,1.4,93.918,-42.7,4.962,5228.1,1,7,2,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
34,0,0,0,jul,tue,117.0,3,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False
28,0,1,0,jul,tue,124.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False
32,0,1,0,jul,tue,145.0,12,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False
27,0,1,0,jul,tue,1061.0,4,999,0,1.4,93.918,-42.7,4.962,5228.1,1,7,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False
38,0,1,0,jul,tue,237.0,3,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
28,0,0,1,jul,tue,378.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False
28,0,0,0,jul,tue,171.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False
28,0,1,0,jul,tue,286.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False
36,0,1,0,jul,tue,218.0,3,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False
31,0,0,0,jul,tue,21.0,14,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
33,0,0,0,jul,tue,116.0,2,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False
30,0,1,0,jul,tue,1276.7299999999996,3,999,0,1.4,93.918,-42.7,4.962,5228.1,1,7,2,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False
27,0,1,1,jul,tue,520.0,3,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False
28,0,0,0,jul,tue,82.0,4,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
26,0,1,1,jul,tue,687.0,2,999,0,1.4,93.918,-42.7,4.962,5228.1,1,7,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
30,0,1,1,jul,tue,212.0,2,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False
48,0,1,0,jul,tue,243.0,5,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
32,0,1,0,jul,tue,49.0,7,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False
29,0,0,1,jul,tue,65.0,3,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False
28,0,1,0,jul,tue,376.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False
28,0,1,0,jul,tue,476.0,2,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False
49,0,1,0,jul,tue,155.0,2,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
33,0,1,0,jul,tue,90.0,2,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False
30,0,0,0,jul,tue,17.0,4,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
31,0,0,0,jul,tue,140.0,3,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
43,0,0,0,jul,tue,187.0,2,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False
30,0,0,0,jul,tue,136.0,2,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False
34,0,0,0,jul,tue,416.0,4,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
34,0,1,0,jul,tue,389.0,7,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False
48,0,1,0,jul,tue,22.0,3,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False
34,0,1,0,jul,tue,38.0,2,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
35,0,0,0,jul,tue,480.0,2,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False
43,0,1,0,jul,tue,141.0,2,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False
27,0,1,0,jul,tue,212.0,2,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
28,0,1,0,jul,tue,249.0,2,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False
40,0,1,0,jul,tue,256.0,2,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
23,0,1,0,jul,tue,141.0,3,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
28,0,1,1,jul,tue,153.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False
34,0,0,0,jul,tue,120.0,3,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False
28,0,1,0,jul,tue,333.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False
27,0,1,0,jul,tue,279.0,3,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False
30,0,1,1,jul,tue,241.0,3,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
28,0,0,0,jul,tue,103.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False
28,0,1,0,jul,tue,861.0,3,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False
24,0,1,0,jul,tue,114.0,3,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
33,0,0,1,jul,tue,127.0,3,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
48,0,1,0,jul,tue,136.0,3,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False
26,0,0,0,jul,tue,529.0,5,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False
25,0,0,0,jul,tue,104.0,3,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False
35,0,0,0,jul,tue,191.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
54,0,1,0,jul,tue,369.0,3,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False
35,0,0,0,jul,tue,161.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
35,0,0,0,jul,tue,89.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
42,0,1,0,jul,tue,195.0,6,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False
56,0,1,0,jul,tue,214.0,4,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False
55,0,0,0,jul,tue,71.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False
33,0,1,0,jul,tue,183.0,5,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False
31,0,0,0,jul,tue,173.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False
25,0,0,0,jul,tue,329.0,4,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False
29,0,0,0,jul,tue,225.0,2,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False
32,0,0,0,jul,tue,320.0,3,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False
29,0,0,0,jul,tue,280.0,5,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False
39,0,1,1,jul,wed,184.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,3,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False
30,0,1,0,jul,wed,75.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,3,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False
37,0,1,0,jul,wed,353.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,3,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False
29,0,1,0,jul,wed,126.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,3,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
45,0,1,0,jul,wed,95.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,3,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False
34,0,1,0,jul,wed,477.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,3,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False
38,0,1,0,jul,wed,131.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,3,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
33,0,1,0,jul,wed,134.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,3,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False
34,0,1,0,jul,wed,85.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0,7,3,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False
