age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,subscribed,age_group,was_contacted_before,high_contact_freq,season,segment,segment_name,conv_probability,priority_rank
51,blue-collar,married,basic.6y,no,yes,no,cellular,may,tue,811,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,1,50-60,0,0,Spring,3,Price Sensitive,0.926556,1991
53,admin.,divorced,university.degree,no,no,no,cellular,mar,thu,2486,1,999,0,nonexistent,-1.8,93.369,-34.8,0.654,5008.7,1,50-60,0,0,Spring,1,Warm Prospects,0.9265403,1992
49,admin.,single,high.school,no,yes,no,telephone,oct,fri,434,1,999,1,failure,-3.4,92.431,-26.9,0.739,5017.5,1,40-50,0,0,Autumn,1,Warm Prospects,0.9265222,1993
33,blue-collar,married,basic.9y,no,yes,no,cellular,may,fri,730,5,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,1,30-40,0,1,Spring,3,Price Sensitive,0.9265041,1994
34,self-employed,single,university.degree,no,no,no,cellular,jul,wed,1211,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,30-40,0,0,Summer,4,Hard to Convert,0.92646694,1995
60,retired,married,basic.9y,no,no,no,cellular,aug,wed,707,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,50-60,0,0,Summer,2,High-Value Responders,0.9264415,1996
32,blue-collar,married,basic.9y,no,no,no,cellular,nov,mon,1091,2,5,1,success,-0.1,93.2,-42.0,4.191,5195.8,1,30-40,1,0,Autumn,3,Price Sensitive,0.9264078,1997
34,blue-collar,single,university.degree,no,no,yes,cellular,jul,fri,1000,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,30-40,0,0,Summer,3,Price Sensitive,0.9264011,1998
58,retired,married,high.school,no,no,no,cellular,aug,tue,585,4,999,0,nonexistent,-2.9,92.201,-31.4,0.838,5076.2,0,50-60,0,1,Summer,2,High-Value Responders,0.92639256,1999
67,retired,married,basic.6y,no,no,no,cellular,aug,tue,460,2,999,0,nonexistent,-2.9,92.201,-31.4,0.859,5076.2,1,60+,0,0,Summer,2,High-Value Responders,0.92637837,2000
46,management,married,basic.6y,no,no,no,cellular,may,mon,966,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,1,40-50,0,0,Spring,1,Warm Prospects,0.9263757,2001
32,admin.,single,university.degree,no,no,no,cellular,aug,wed,823,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,30-40,0,0,Summer,4,Hard to Convert,0.9263665,2002
37,entrepreneur,married,university.degree,no,yes,no,cellular,nov,mon,843,1,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,0,30-40,0,0,Autumn,1,Warm Prospects,0.926328,2003
59,retired,married,professional.course,no,no,no,telephone,dec,tue,476,1,999,1,failure,-3.0,92.713,-33.0,0.715,5023.5,1,50-60,0,0,Winter,2,High-Value Responders,0.9262642,2004
34,technician,single,professional.course,no,no,no,cellular,mar,fri,229,1,999,0,nonexistent,-1.8,92.843,-50.0,1.726,5099.1,1,30-40,0,0,Spring,1,Warm Prospects,0.9261195,2005
34,admin.,single,high.school,no,no,no,cellular,jul,wed,346,1,999,1,failure,-1.7,94.215,-40.3,0.802,4991.6,1,30-40,0,0,Summer,1,Warm Prospects,0.9261188,2006
41,admin.,married,university.degree,no,yes,no,cellular,nov,tue,95,1,3,1,success,-3.4,92.649,-30.1,0.715,5017.5,1,40-50,1,0,Autumn,1,Warm Prospects,0.92610925,2007
54,admin.,divorced,university.degree,no,no,no,cellular,dec,wed,288,7,6,2,success,-3.0,92.713,-33.0,0.715,5023.5,1,50-60,1,1,Winter,1,Warm Prospects,0.9260966,2008
35,technician,married,professional.course,no,yes,no,cellular,sep,thu,447,1,999,2,failure,-1.1,94.199,-37.5,0.878,4963.6,0,30-40,0,0,Autumn,1,Warm Prospects,0.9260916,2009
37,technician,married,university.degree,no,yes,no,cellular,aug,mon,187,1,4,1,success,-2.9,92.201,-31.4,0.884,5076.2,1,30-40,1,0,Summer,1,Warm Prospects,0.92608565,2010
44,entrepreneur,married,basic.6y,no,no,no,cellular,jul,mon,973,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,1,40-50,0,0,Summer,4,Hard to Convert,0.9260476,2011
35,blue-collar,married,high.school,no,yes,no,cellular,may,tue,942,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0,30-40,0,0,Spring,1,Warm Prospects,0.92597413,2012
42,blue-collar,married,basic.6y,no,yes,yes,cellular,mar,tue,185,1,7,3,failure,-1.8,93.369,-34.8,0.652,5008.7,1,40-50,1,0,Spring,1,Warm Prospects,0.9259736,2013
73,retired,married,professional.course,no,yes,no,cellular,nov,fri,334,1,999,0,nonexistent,-1.1,94.767,-50.8,1.028,4963.6,1,60+,0,0,Autumn,2,High-Value Responders,0.92596924,2014
32,admin.,single,university.degree,no,no,no,cellular,jul,tue,1027,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,30-40,0,0,Summer,4,Hard to Convert,0.92594725,2015
20,student,single,basic.4y,no,yes,no,cellular,aug,wed,267,1,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,1,<30,0,0,Summer,1,Warm Prospects,0.92591333,2016
37,admin.,single,university.degree,no,yes,no,cellular,oct,thu,447,3,999,0,nonexistent,-3.4,92.431,-26.9,0.754,5017.5,1,30-40,0,0,Autumn,1,Warm Prospects,0.9259118,2017
34,admin.,single,university.degree,no,yes,no,cellular,aug,thu,1934,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,30-40,0,0,Summer,4,Hard to Convert,0.9258715,2018
40,admin.,married,university.degree,no,no,no,cellular,aug,mon,246,1,3,1,success,-2.9,92.201,-31.4,0.884,5076.2,0,30-40,1,0,Summer,1,Warm Prospects,0.92575645,2019
37,self-employed,single,university.degree,no,yes,no,cellular,apr,thu,465,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1,30-40,0,0,Spring,1,Warm Prospects,0.9257389,2020
57,admin.,divorced,university.degree,no,yes,yes,cellular,nov,thu,1154,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,1,50-60,0,0,Autumn,4,Hard to Convert,0.92567927,2021
41,blue-collar,married,basic.4y,no,yes,no,cellular,may,tue,894,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,1,40-50,0,0,Spring,1,Warm Prospects,0.9256638,2022
64,retired,married,basic.4y,no,yes,no,cellular,mar,wed,262,2,999,0,nonexistent,-1.8,93.369,-34.8,0.634,5008.7,1,60+,0,0,Spring,2,High-Value Responders,0.92565095,2023
28,blue-collar,single,basic.9y,no,no,no,cellular,jul,fri,1369,9,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,<30,0,1,Summer,3,Price Sensitive,0.9256089,2024
43,blue-collar,married,basic.9y,no,yes,no,cellular,dec,tue,689,2,999,0,nonexistent,-3.0,92.713,-33.0,0.707,5023.5,1,40-50,0,0,Winter,3,Price Sensitive,0.9255565,2025
50,admin.,married,university.degree,no,no,no,cellular,aug,tue,587,2,999,1,failure,-2.9,92.201,-31.4,0.859,5076.2,1,40-50,0,0,Summer,1,Warm Prospects,0.9255339,2026
37,management,married,high.school,no,no,no,cellular,may,fri,292,3,999,0,nonexistent,-1.8,93.876,-40.0,0.682,5008.7,1,30-40,0,0,Spring,1,Warm Prospects,0.92552614,2027
28,student,single,university.degree,no,yes,no,cellular,aug,wed,453,1,999,1,failure,-1.7,94.027,-38.3,0.9,4991.6,0,<30,0,0,Summer,1,Warm Prospects,0.9255047,2028
50,blue-collar,married,basic.6y,no,yes,no,cellular,may,mon,293,3,3,1,success,-1.8,92.893,-46.2,1.354,5099.1,1,40-50,1,0,Spring,1,Warm Prospects,0.9254783,2029
76,housemaid,married,basic.4y,no,yes,no,cellular,jun,tue,326,1,999,1,failure,-1.7,94.055,-39.8,0.702,4991.6,1,60+,0,0,Summer,1,Warm Prospects,0.9254618,2030
48,admin.,married,basic.6y,no,no,no,cellular,jul,wed,884,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,40-50,0,0,Summer,3,Price Sensitive,0.9254471,2031
35,admin.,married,university.degree,no,yes,no,cellular,nov,wed,925,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,1,30-40,0,0,Autumn,4,Hard to Convert,0.92541933,2032
47,admin.,single,high.school,no,yes,yes,cellular,apr,thu,1122,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0,40-50,0,0,Spring,1,Warm Prospects,0.92535716,2033
38,entrepreneur,married,professional.course,no,yes,no,cellular,may,mon,583,6,2,4,success,-1.8,93.876,-40.0,0.682,5008.7,1,30-40,1,1,Spring,1,Warm Prospects,0.92530084,2034
31,blue-collar,single,high.school,no,yes,no,cellular,mar,tue,272,1,999,0,nonexistent,-1.8,92.843,-50.0,1.687,5099.1,1,30-40,0,0,Spring,1,Warm Prospects,0.92524,2035
36,entrepreneur,single,university.degree,no,yes,no,cellular,nov,wed,911,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,1,30-40,0,0,Autumn,4,Hard to Convert,0.9252259,2036
29,technician,single,university.degree,no,no,no,cellular,nov,mon,240,1,4,1,success,-1.1,94.767,-50.8,1.05,4963.6,0,<30,1,0,Autumn,1,Warm Prospects,0.9252246,2037
33,admin.,married,university.degree,no,no,no,cellular,aug,thu,361,1,999,0,nonexistent,-1.7,94.027,-38.3,0.899,4991.6,1,30-40,0,0,Summer,1,Warm Prospects,0.9252205,2038
43,self-employed,married,university.degree,no,yes,no,cellular,mar,wed,239,1,999,0,nonexistent,-1.8,93.369,-34.8,0.651,5008.7,1,40-50,0,0,Spring,1,Warm Prospects,0.9251839,2039
34,admin.,married,high.school,no,no,no,cellular,nov,thu,1598,4,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,1,30-40,0,1,Autumn,4,Hard to Convert,0.92516756,2040
53,management,married,university.degree,no,no,no,cellular,aug,tue,864,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,50-60,0,0,Summer,4,Hard to Convert,0.92511195,2041
21,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,2078,6,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,<30,0,1,Summer,3,Price Sensitive,0.9250494,2042
38,entrepreneur,married,university.degree,no,no,no,cellular,may,tue,1272,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,1,30-40,0,0,Spring,1,Warm Prospects,0.9250394,2043
32,admin.,single,university.degree,no,no,no,telephone,nov,mon,1239,1,999,0,nonexistent,-0.1,93.2,-42.0,4.406,5195.8,0,30-40,0,0,Autumn,4,Hard to Convert,0.9250289,2044
54,blue-collar,married,professional.course,no,no,no,cellular,apr,thu,2870,2,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,0,50-60,0,0,Spring,1,Warm Prospects,0.9250242,2045
37,admin.,married,university.degree,no,no,yes,cellular,aug,thu,1505,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1,30-40,0,0,Summer,4,Hard to Convert,0.9250103,2046
34,admin.,married,university.degree,no,yes,yes,cellular,may,mon,582,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,30-40,0,0,Spring,1,Warm Prospects,0.92497146,2047
31,unemployed,single,high.school,no,no,no,cellular,may,thu,339,2,999,0,nonexistent,-1.8,93.876,-40.0,0.692,5008.7,0,30-40,0,0,Spring,1,Warm Prospects,0.92492944,2048
36,technician,single,professional.course,no,yes,no,cellular,jun,tue,569,2,999,0,nonexistent,-2.9,92.963,-40.8,1.252,5076.2,0,30-40,0,0,Summer,1,Warm Prospects,0.92492324,2049
53,technician,married,professional.course,no,yes,yes,cellular,sep,fri,730,1,999,1,failure,-3.4,92.379,-29.8,0.803,5017.5,1,50-60,0,0,Autumn,1,Warm Prospects,0.92488855,2050
82,retired,single,basic.4y,no,yes,no,cellular,oct,thu,251,2,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,1,60+,0,0,Autumn,2,High-Value Responders,0.92487645,2051
66,housemaid,married,basic.4y,no,no,yes,cellular,jul,tue,296,1,999,1,failure,-1.7,94.215,-40.3,0.876,4991.6,0,60+,0,0,Summer,1,Warm Prospects,0.924855,2052
55,admin.,married,basic.4y,no,yes,no,cellular,jul,thu,1298,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,50-60,0,0,Summer,4,Hard to Convert,0.9247075,2053
33,admin.,single,university.degree,no,yes,no,telephone,oct,thu,166,3,6,2,success,-3.4,92.431,-26.9,0.74,5017.5,1,30-40,1,0,Autumn,1,Warm Prospects,0.92470014,2054
41,technician,divorced,professional.course,no,no,no,cellular,apr,thu,774,2,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,1,40-50,0,0,Spring,1,Warm Prospects,0.92469436,2055
32,management,married,university.degree,no,yes,yes,cellular,jul,tue,1011,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,30-40,0,0,Summer,4,Hard to Convert,0.9246892,2056
20,student,single,high.school,no,no,no,cellular,apr,mon,1472,1,999,3,failure,-1.8,93.749,-34.6,0.645,5008.7,1,<30,0,0,Spring,1,Warm Prospects,0.92465836,2057
27,admin.,single,university.degree,no,no,no,cellular,jul,wed,919,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,<30,0,0,Summer,4,Hard to Convert,0.92465764,2058
52,blue-collar,married,basic.4y,no,yes,no,cellular,aug,mon,917,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,50-60,0,0,Summer,3,Price Sensitive,0.92464787,2059
59,technician,married,university.degree,no,yes,no,cellular,oct,mon,511,3,999,1,failure,-3.4,92.431,-26.9,0.743,5017.5,1,50-60,0,0,Autumn,1,Warm Prospects,0.9245396,2060
34,technician,married,professional.course,no,yes,no,cellular,nov,tue,336,4,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,1,30-40,0,1,Autumn,1,Warm Prospects,0.9245258,2061
27,student,single,university.degree,no,no,yes,cellular,jun,mon,237,2,3,4,success,-1.7,94.055,-39.8,0.72,4991.6,0,<30,1,0,Summer,1,Warm Prospects,0.92451537,2062
32,technician,single,professional.course,no,no,no,cellular,jun,mon,524,1,999,0,nonexistent,-2.9,92.963,-40.8,1.215,5076.2,0,30-40,0,0,Summer,1,Warm Prospects,0.9244817,2063
81,retired,divorced,basic.4y,no,yes,no,cellular,oct,thu,192,2,3,2,success,-1.1,94.601,-49.5,0.987,4963.6,0,60+,1,0,Autumn,2,High-Value Responders,0.92447525,2064
36,technician,married,professional.course,no,no,no,cellular,oct,thu,667,1,999,0,nonexistent,-3.4,92.431,-26.9,0.741,5017.5,1,30-40,0,0,Autumn,1,Warm Prospects,0.9244734,2065
46,technician,married,professional.course,no,yes,no,telephone,dec,mon,679,1,999,0,nonexistent,-3.0,92.713,-33.0,0.706,5023.5,1,40-50,0,0,Winter,1,Warm Prospects,0.9244566,2066
45,self-employed,married,basic.4y,no,yes,yes,cellular,aug,thu,797,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,1,40-50,0,0,Summer,4,Hard to Convert,0.92435616,2067
35,admin.,married,university.degree,no,no,no,cellular,dec,tue,554,1,999,0,nonexistent,-3.0,92.713,-33.0,0.707,5023.5,0,30-40,0,0,Winter,1,Warm Prospects,0.9243454,2068
26,admin.,married,high.school,no,no,no,cellular,jun,wed,301,5,999,0,nonexistent,-1.7,94.055,-39.8,0.767,4991.6,1,<30,0,1,Summer,1,Warm Prospects,0.9242932,2069
38,blue-collar,single,high.school,no,yes,no,telephone,jun,fri,856,2,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,1,30-40,0,0,Summer,3,Price Sensitive,0.9242926,2070
30,technician,single,university.degree,no,yes,no,cellular,mar,tue,272,3,999,0,nonexistent,-1.8,93.369,-34.8,0.646,5008.7,0,<30,0,0,Spring,1,Warm Prospects,0.9242525,2071
78,retired,married,university.degree,no,yes,no,cellular,jul,wed,203,1,999,1,failure,-1.7,94.215,-40.3,0.84,4991.6,0,60+,0,0,Summer,2,High-Value Responders,0.92424524,2072
32,technician,married,university.degree,no,yes,no,cellular,aug,tue,815,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,1,30-40,0,0,Summer,4,Hard to Convert,0.9242124,2073
45,admin.,married,university.degree,no,yes,yes,cellular,may,tue,826,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,1,40-50,0,0,Spring,1,Warm Prospects,0.92417234,2074
32,admin.,married,high.school,no,yes,no,cellular,nov,tue,322,1,999,0,nonexistent,-3.4,92.649,-30.1,0.72,5017.5,1,30-40,0,0,Autumn,1,Warm Prospects,0.9241692,2075
56,retired,married,basic.4y,no,no,no,cellular,mar,wed,181,2,9,2,failure,-1.8,93.369,-34.8,0.644,5008.7,0,50-60,1,0,Spring,2,High-Value Responders,0.924159,2076
52,technician,married,basic.9y,no,no,no,cellular,mar,wed,272,3,999,0,nonexistent,-1.8,93.369,-34.8,0.644,5008.7,1,50-60,0,0,Spring,1,Warm Prospects,0.9241562,2077
70,retired,divorced,basic.4y,no,yes,no,cellular,mar,mon,187,3,999,0,nonexistent,-1.8,92.843,-50.0,1.811,5099.1,1,60+,0,0,Spring,2,High-Value Responders,0.92411083,2078
31,entrepreneur,single,basic.9y,no,no,no,telephone,jun,mon,1248,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,1,30-40,0,0,Summer,4,Hard to Convert,0.9241014,2079
27,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,631,1,11,1,success,-1.8,92.893,-46.2,1.291,5099.1,0,<30,1,0,Spring,1,Warm Prospects,0.9240796,2080
20,student,single,high.school,no,yes,no,cellular,jul,wed,349,1,999,0,nonexistent,-2.9,92.469,-33.6,1.029,5076.2,1,<30,0,0,Summer,1,Warm Prospects,0.92405754,2081
42,blue-collar,married,basic.9y,no,no,no,cellular,jul,thu,1187,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,40-50,0,0,Summer,3,Price Sensitive,0.9240377,2082
30,admin.,single,university.degree,no,no,no,cellular,apr,thu,368,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1,<30,0,0,Spring,1,Warm Prospects,0.9240331,2083
34,technician,single,professional.course,no,no,no,cellular,may,tue,1221,2,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,1,30-40,0,0,Spring,1,Warm Prospects,0.92401403,2084
33,technician,married,university.degree,no,no,no,cellular,may,wed,1489,3,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,1,30-40,0,0,Spring,1,Warm Prospects,0.923988,2085
27,services,single,high.school,no,no,no,cellular,jul,mon,1071,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,<30,0,0,Summer,4,Hard to Convert,0.9239532,2086
48,technician,married,professional.course,no,no,no,cellular,jul,tue,288,1,999,1,failure,-1.7,94.215,-40.3,0.876,4991.6,0,40-50,0,0,Summer,1,Warm Prospects,0.92395014,2087
44,services,divorced,high.school,no,yes,yes,cellular,jul,mon,1169,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,40-50,0,0,Summer,4,Hard to Convert,0.9238687,2088
35,technician,married,professional.course,no,yes,no,cellular,sep,thu,390,2,999,0,nonexistent,-1.1,94.199,-37.5,0.878,4963.6,0,30-40,0,0,Autumn,4,Hard to Convert,0.9238641,2089
37,blue-collar,married,basic.6y,no,no,no,cellular,may,tue,1085,3,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,1,30-40,0,0,Spring,3,Price Sensitive,0.9238488,2090
32,technician,married,professional.course,no,yes,no,cellular,aug,wed,641,1,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,1,30-40,0,0,Summer,1,Warm Prospects,0.92378753,2091
40,self-employed,single,university.degree,no,yes,no,cellular,jul,wed,1065,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,30-40,0,0,Summer,4,Hard to Convert,0.9237422,2092
55,technician,single,professional.course,no,yes,yes,cellular,mar,mon,217,2,999,0,nonexistent,-1.8,92.843,-50.0,1.703,5099.1,1,50-60,0,0,Spring,1,Warm Prospects,0.9237203,2093
62,admin.,married,professional.course,no,no,no,cellular,jun,thu,277,3,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0,60+,0,0,Summer,1,Warm Prospects,0.9237153,2094
31,technician,single,university.degree,no,yes,no,cellular,aug,thu,958,5,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0,30-40,0,1,Summer,4,Hard to Convert,0.9236535,2095
28,admin.,single,university.degree,no,yes,no,cellular,jun,mon,333,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0,<30,0,0,Summer,1,Warm Prospects,0.9236294,2096
24,student,single,high.school,no,yes,no,cellular,aug,fri,456,1,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,1,<30,0,0,Summer,1,Warm Prospects,0.92352223,2097
53,technician,married,university.degree,no,yes,no,cellular,apr,thu,758,2,999,2,failure,-1.8,93.749,-34.6,0.64,5008.7,1,50-60,0,0,Spring,1,Warm Prospects,0.9235215,2098
48,blue-collar,married,professional.course,no,yes,no,cellular,aug,tue,996,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,40-50,0,0,Summer,3,Price Sensitive,0.92351794,2099
33,technician,single,professional.course,no,no,no,cellular,aug,wed,732,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0,30-40,0,0,Summer,4,Hard to Convert,0.9234736,2100
43,services,married,high.school,no,yes,yes,cellular,jul,mon,1212,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,1,40-50,0,0,Summer,4,Hard to Convert,0.923449,2101
26,admin.,single,basic.9y,no,no,no,cellular,mar,tue,212,1,999,0,nonexistent,-1.8,92.843,-50.0,1.799,5099.1,0,<30,0,0,Spring,1,Warm Prospects,0.9234345,2102
32,technician,single,professional.course,no,no,no,cellular,aug,wed,720,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,1,30-40,0,0,Summer,4,Hard to Convert,0.92342734,2103
58,management,married,university.degree,no,yes,no,cellular,may,thu,342,2,999,0,nonexistent,-1.8,93.876,-40.0,0.692,5008.7,1,50-60,0,0,Spring,1,Warm Prospects,0.9234174,2104
42,admin.,married,professional.course,no,yes,no,cellular,may,mon,458,3,9,2,failure,-1.8,92.893,-46.2,1.354,5099.1,1,40-50,1,0,Spring,1,Warm Prospects,0.92335725,2105
57,blue-collar,married,basic.9y,no,no,no,cellular,mar,fri,698,1,999,0,nonexistent,-1.8,93.369,-34.8,0.636,5008.7,0,50-60,0,0,Spring,3,Price Sensitive,0.9233534,2106
35,technician,divorced,professional.course,no,no,no,cellular,may,fri,692,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,1,30-40,0,0,Spring,1,Warm Prospects,0.92334604,2107
22,services,single,high.school,no,no,no,cellular,apr,thu,699,2,999,1,failure,-1.8,93.749,-34.6,0.644,5008.7,0,<30,0,0,Spring,1,Warm Prospects,0.9233437,2108
32,admin.,married,university.degree,no,no,no,cellular,sep,thu,444,1,999,1,failure,-3.4,92.379,-29.8,0.809,5017.5,1,30-40,0,0,Autumn,1,Warm Prospects,0.92330724,2109
45,services,married,basic.9y,no,no,no,cellular,aug,mon,744,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,40-50,0,0,Summer,4,Hard to Convert,0.9232998,2110
23,student,single,basic.9y,no,no,yes,cellular,may,fri,563,1,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,0,<30,0,0,Spring,1,Warm Prospects,0.92329746,2111
30,student,single,high.school,no,no,no,telephone,jun,wed,1242,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,1,<30,0,0,Summer,4,Hard to Convert,0.92327857,2112
33,technician,married,professional.course,no,yes,no,cellular,sep,wed,269,1,999,0,nonexistent,-1.1,94.199,-37.5,0.886,4963.6,1,30-40,0,0,Autumn,4,Hard to Convert,0.9232682,2113
31,management,married,high.school,no,no,no,cellular,jul,mon,1272,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,1,30-40,0,0,Summer,4,Hard to Convert,0.9232438,2114
39,technician,married,professional.course,no,yes,no,cellular,aug,mon,247,1,4,1,success,-2.9,92.201,-31.4,0.884,5076.2,0,30-40,1,0,Summer,1,Warm Prospects,0.9232436,2115
30,admin.,married,university.degree,no,yes,yes,cellular,aug,wed,1464,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,<30,0,0,Summer,4,Hard to Convert,0.9231994,2116
22,services,single,professional.course,no,no,no,cellular,jul,tue,256,3,999,1,failure,-1.7,94.215,-40.3,0.835,4991.6,1,<30,0,0,Summer,1,Warm Prospects,0.923141,2117
51,admin.,single,high.school,no,yes,no,telephone,jul,wed,372,1,999,0,nonexistent,-2.9,92.469,-33.6,1.085,5076.2,1,50-60,0,0,Summer,1,Warm Prospects,0.923109,2118
36,admin.,married,university.degree,no,yes,yes,cellular,jul,mon,1669,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,30-40,0,0,Summer,4,Hard to Convert,0.9230947,2119
39,services,single,high.school,no,yes,no,telephone,jun,thu,1178,3,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0,30-40,0,0,Summer,4,Hard to Convert,0.92304623,2120
56,retired,divorced,university.degree,no,yes,no,cellular,jun,mon,164,1,3,1,success,-2.9,92.963,-40.8,1.266,5076.2,0,50-60,1,0,Summer,2,High-Value Responders,0.9230347,2121
20,student,single,university.degree,no,yes,no,cellular,jun,wed,213,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1,<30,0,0,Summer,1,Warm Prospects,0.9230191,2122
31,admin.,divorced,university.degree,no,no,no,cellular,mar,mon,248,4,999,0,nonexistent,-1.8,92.843,-50.0,1.56,5099.1,1,30-40,0,1,Spring,1,Warm Prospects,0.92301744,2123
27,self-employed,single,university.degree,no,no,no,cellular,mar,fri,281,1,999,0,nonexistent,-1.8,93.369,-34.8,0.636,5008.7,1,<30,0,0,Spring,1,Warm Prospects,0.9229825,2124
54,admin.,married,university.degree,no,yes,no,cellular,nov,fri,455,2,999,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,1,50-60,0,0,Autumn,1,Warm Prospects,0.9228898,2125
50,admin.,married,high.school,no,yes,no,cellular,sep,fri,434,2,999,0,nonexistent,-3.4,92.379,-29.8,0.803,5017.5,1,40-50,0,0,Autumn,1,Warm Prospects,0.92285883,2126
26,admin.,single,high.school,no,yes,no,cellular,nov,mon,347,1,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,1,<30,0,0,Autumn,1,Warm Prospects,0.9227885,2127
29,management,married,university.degree,no,no,no,telephone,jun,wed,973,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,1,<30,0,0,Summer,4,Hard to Convert,0.92276514,2128
54,admin.,married,basic.9y,no,yes,no,cellular,jul,tue,174,2,13,2,success,-1.7,94.215,-40.3,0.876,4991.6,0,50-60,1,0,Summer,1,Warm Prospects,0.9227613,2129
39,technician,married,professional.course,no,no,no,cellular,apr,thu,225,1,2,1,success,-1.8,93.075,-47.1,1.365,5099.1,1,30-40,1,0,Spring,1,Warm Prospects,0.9226984,2130
